objectid,object_location,,image_back,image_small,image_thumb,sortid,identifier,title,image_alt_text,fullname,firstname,familyname,occupation,creator,date,date_note,date_coverage,date_lifespan,description,note_sources,note_internal,subject,rights,rightsstatement,rightsstatement,location,language,format,source,latitude,longitude,type,youtubeid,vimeoid,object_transcript
f1964_2020,https://digimuseum.site/vpimages/f1964_2020_a.jpg,https://digimuseum.site/vpimages/f1964_2020_a_th.jpg,https://digimuseum.site/vpimages/f1964_2020_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2020_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2020_a_th.jpg,,f1964_2020,"Uhlin, Ebba",,Ebba Uhlin,,Uhlin,,Maria Tesch,1880,ca,1880-1885,,,,,,,,,,,,,,,,,,
f1964_2021,https://digimuseum.site/vpimages/f1964_2021_a.jpg,https://digimuseum.site/vpimages/f1964_2021_a_th.jpg,https://digimuseum.site/vpimages/f1964_2021_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2021_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2021_a_th.jpg,,f1964_2021,"Uhlin, Ivar",,Ivar Uhlin,,Uhlin,,Fredrique Holmstedt,1894,ca,1893-1896,,,,,,,,,,,,,,,,,,
f1964_2022,https://digimuseum.site/vpimages/f1964_2022_a.jpg,https://digimuseum.site/vpimages/f1964_2022_a_th.jpg,https://digimuseum.site/vpimages/f1964_2022_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2022_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2022_a_th.jpg,,f1964_2022,"Uhlin, Ivar",,Ivar Uhlin,,Uhlin,,Fredrik Borgstedt,1905,ca,1900-1906,,,,,,,,,,,,,,,,,,
f1964_2023,https://digimuseum.site/vpimages/f1964_2023_a.jpg,https://digimuseum.site/vpimages/f1964_2023_a_th.jpg,https://digimuseum.site/vpimages/f1964_2023_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2023_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2023_a_th.jpg,,f1964_2023,"Telander, Lars Johan",,Lars Johan Telander,,Telander,Repslagare,Okänd,1864,ca,1864-1869,1830-1887,1830-1887. Repslagaremästare i Vadstena 1858.,,,,,,,,,,,,,,,,
f1964_2024,https://digimuseum.site/vpimages/f1964_2024_a.jpg,https://digimuseum.site/vpimages/f1964_2024_a_th.jpg,https://digimuseum.site/vpimages/f1964_2024_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2024_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2024_a_th.jpg,,f1964_2024,"Telander, Fredrik",,Fredrik Telander,,Telander,,Anders Andersson,1878,ca,1874-1879,,,,,,,,,,,,,,,,,,
f1964_2025,https://digimuseum.site/vpimages/f1964_2025_a.jpg,https://digimuseum.site/vpimages/f1964_2025_a_th.jpg,https://digimuseum.site/vpimages/f1964_2025_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2025_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2025_a_th.jpg,,f1964_2025,"Söderbergh, Kristin",,Kristin Söderbegh,,Söderbergh,,Okänd,1860,ca,1860-1864,,Kristin? Söderbergh. Omkring 1863.,,Svårläsligt,,,,,,,,,,,,,,
f1964_2026,https://digimuseum.site/vpimages/f1964_2026_a.jpg,https://digimuseum.site/vpimages/f1964_2026_a_th.jpg,https://digimuseum.site/vpimages/f1964_2026_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2026_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2026_a_th.jpg,,f1964_2026,"Ullander, Nora",,Nora Ullander,,Ullander,,Okänd,1863,ca,1863-1868,,Spetshandlerskan Nora Ullander,,,,,,,,,,,,,,,,
f1964_2027,https://digimuseum.site/vpimages/f1964_2027_a.jpg,https://digimuseum.site/vpimages/f1964_2027_a_th.jpg,https://digimuseum.site/vpimages/f1964_2027_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2027_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2027_a_th.jpg,,f1964_2027,"Nehrman, Johan H.",,Johan H. Nehrman,,Nehrman,Skarpskytt; Målare,Okänd,1865,ca,1865-1870,,"""Till Emma Petersson. Pappa J Nehrman som skarpskytt."" 1834-1905. Utbildade sig till yrkesmålare i Tyskland, Köpenhamn och Stockholm. Bosatte sig i Vadstena i början av 1860-talet och etablerade en målerirörelse. Teckningslärare vid Vadstena läroverk. Utförde kyrkmålningar i Östergötland. ",,John (Janne) Herman Nehrman - se Wikipedia,,,,,,,,,,,,,,
f1964_2028,https://digimuseum.site/vpimages/f1964_2028_a.jpg,https://digimuseum.site/vpimages/f1964_2028_a_th.jpg,https://digimuseum.site/vpimages/f1964_2028_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2028_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2028_a_th.jpg,,f1964_2028,"Nehrman, Johan H.",,Johan H. Nehrman,,Nehrman,Målare; Teckningslärare,Okänd,1867,ca,1865-1870,,"John (Janne) Herman Nehrman. 1834-1905. Utbildade sig till yrkesmålare i Tyskland, Köpenhamn och Stockholm. Bosatte sig i Vadstena i början av 1860-talet och etablerade en målerirörelse. Teckningslärare vid Vadstena läroverk. Utförde kyrkmålningar i Östergötland. ",,John (Janne) Herman Nehrman - se Wikipedia,,,,,,,,,,,,,,
f1964_2029,https://digimuseum.site/vpimages/f1964_2029_a.jpg,https://digimuseum.site/vpimages/f1964_2029_a_th.jpg,https://digimuseum.site/vpimages/f1964_2029_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2029_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2029_a_th.jpg,,f1964_2029,"Nehrman, Johan H.",,Johan H. Nehrman,,Nehrman,Målare; Teckningslärare,Anders Andersson,1874,ca,1873-1876,,"John (Janne) Herman Nehrman. 1834-1905. Utbildade sig till yrkesmålare i Tyskland, Köpenhamn och Stockholm. Bosatte sig i Vadstena i början av 1860-talet och etablerade en målerirörelse. Teckningslärare vid Vadstena läroverk. Utförde kyrkmålningar i Östergötland. ",,Sign V.J. Nummer 46.,,,,,,,,,,,,,,
f1964_2030,https://digimuseum.site/vpimages/f1964_2030_a.jpg,https://digimuseum.site/vpimages/f1964_2030_a_th.jpg,https://digimuseum.site/vpimages/f1964_2030_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2030_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2030_a_th.jpg,,f1964_2030,"Nehrman, Johan H.",,Johan H. Nehrman,,Nehrman,Målare; Teckningslärare,Anders Andersson,1878,ca,1876-1879,,"John (Janne) Herman Nehrman. 1834-1905. Utbildade sig till yrkesmålare i Tyskland, Köpenhamn och Stockholm. Bosatte sig i Vadstena i början av 1860-talet och etablerade en målerirörelse. Teckningslärare vid Vadstena läroverk. Utförde kyrkmålningar i Östergötland. ",,,,,,,,,,,,,,,,
f1964_2031,https://digimuseum.site/vpimages/f1964_2031_a.jpg,https://digimuseum.site/vpimages/f1964_2031_a_th.jpg,https://digimuseum.site/vpimages/f1964_2031_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2031_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2031_a_th.jpg,,f1964_2031,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Maria Tesch,1889,ca,1887-1890,,Etiketterad: Jernvägseleven,,På bortfallen bit av etikett stod 1887. På baksidan 1890. Efterbeställning?,,,,,,,,,,,,,,
f1964_2032,https://digimuseum.site/vpimages/f1964_2032_a.jpg,https://digimuseum.site/vpimages/f1964_2032_a_th.jpg,https://digimuseum.site/vpimages/f1964_2032_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2032_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2032_a_th.jpg,,f1964_2032,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Maria Tesch,1889,ca,1887-1890,,,,,,,,,,,,,,,,,,
f1964_2033,https://digimuseum.site/vpimages/f1964_2033_a.jpg,https://digimuseum.site/vpimages/f1964_2033_a_th.jpg,https://digimuseum.site/vpimages/f1964_2033_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2033_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2033_a_th.jpg,,f1964_2033,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Fredrique Holmstedt,1897,not.,,,På baksidan annan datering: 1897,,,,,,,,,,,,,,,,
f1964_2034,https://digimuseum.site/vpimages/f1964_2034_a.jpg,https://digimuseum.site/vpimages/f1964_2034_a_th.jpg,https://digimuseum.site/vpimages/f1964_2034_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2034_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2034_a_th.jpg,,f1964_2034,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Fredrik Borgstedt,1897,ca,1894-1899,,,,,,,,,,,,,,,,,,
f1964_2035,https://digimuseum.site/vpimages/f1964_2035_a.jpg,https://digimuseum.site/vpimages/f1964_2035_a_th.jpg,https://digimuseum.site/vpimages/f1964_2035_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2035_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2035_a_th.jpg,,f1964_2035,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Fredrik Borgstedt,1905,ca,1901-1910,,,,,,,,,,,,,,,,,,
f1964_2036,https://digimuseum.site/vpimages/f1964_2036_a.jpg,https://digimuseum.site/vpimages/f1964_2036_a_th.jpg,https://digimuseum.site/vpimages/f1964_2036_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2036_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2036_a_th.jpg,,f1964_2036,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Maria Tesch,1897,ca,1891-1899,,,,,,,,,,,,,,,,,,
f1964_2037,https://digimuseum.site/vpimages/f1964_2037_a.jpg,https://digimuseum.site/vpimages/f1964_2037_a_th.jpg,https://digimuseum.site/vpimages/f1964_2037_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2037_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2037_a_th.jpg,,f1964_2037,"Nehrman, John",,John Nehrman,,Nehrman,Godsexpeditör; Flanerare,Tekla Engström,1900,ca,1898-1904,,,,,,,,,,,,,,,,,,
f1964_2038,https://digimuseum.site/vpimages/f1964_2038_a.jpg,https://digimuseum.site/vpimages/f1964_2038_a_th.jpg,https://digimuseum.site/vpimages/f1964_2038_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2038_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2038_a_th.jpg,,f1964_2038,"Nehrman, Carl",,Carl Nehrman,,Nehrman,,Swen Swensson,1894,ca,1894-1897,,,,,,,,,,,,,,,,,,
f1964_2039,https://digimuseum.site/vpimages/f1964_2039_a.jpg,https://digimuseum.site/vpimages/f1964_2039_a_th.jpg,https://digimuseum.site/vpimages/f1964_2039_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2039_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2039_a_th.jpg,,f1964_2039,"Nehrman, Carl",,Carl Nehrman,,Nehrman,,H. Holm,1902,ca,1895-1902,,,,,,,,,,,,,,,,,,
f1964_2040,https://digimuseum.site/vpimages/f1964_2040_a.jpg,https://digimuseum.site/vpimages/f1964_2040_a_th.jpg,https://digimuseum.site/vpimages/f1964_2040_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2040_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2040_a_th.jpg,,f1964_2040,"Nehrman, Carl",,Carl Nehrman,,Nehrman,,Fredrik Borgstedt,1915,ca,1910-1915,,,,,,,,,,,,,,,,,,
f1964_2041,https://digimuseum.site/vpimages/f1964_2041_a.jpg,https://digimuseum.site/vpimages/f1964_2041_a_th.jpg,https://digimuseum.site/vpimages/f1964_2041_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2041_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2041_a_th.jpg,,f1964_2041,"Nehrman, Carl",,Carl Nehrman,,Nehrman,,Fredrik Borgstedt,1915,ca,1910-1915,,,,,,,,,,,,,,,,,,
f1964_2042,https://digimuseum.site/vpimages/f1964_2042_a.jpg,https://digimuseum.site/vpimages/f1964_2042_a_th.jpg,https://digimuseum.site/vpimages/f1964_2042_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2042_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2042_a_th.jpg,,f1964_2042,"Nehrman, Carl",,Carl Nehrman,,Nehrman,,Fredrik Borgstedt,1915,ca,1910-1915,,"Påskrift: ""Foto taget år 1912. Hakskägget är numera bortrakat.""",,,,,,,,,,,,,,,,
f1964_2102,https://digimuseum.site/vpimages/f1964_2102_a.jpg,https://digimuseum.site/vpimages/f1964_2102_a_th.jpg,https://digimuseum.site/vpimages/f1964_2102_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2102_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2102_a_th.jpg,,f1964_2102,"Ström, Signe",,Signe Ström,,Ström,,Atelier Tre Kronor,1912,ca,1905-1915,,"Signe Ström, modern f. Regnstrand",,,,,,,,,,,,,,,,
f1964_2103,https://digimuseum.site/vpimages/f1964_2103_a.jpg,https://digimuseum.site/vpimages/f1964_2103_a_th.jpg,https://digimuseum.site/vpimages/f1964_2103_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2103_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2103_a_th.jpg,,f1964_2103,"Sandberg, Therese",,Therese Sandberg,,Sandberg,,Ernst Tholff,1912,ca,1905-1915,,,,,,,,,,,,,,,,,,
f1964_2104,https://digimuseum.site/vpimages/f1964_2104_a.jpg,https://digimuseum.site/vpimages/f1964_2104_a_th.jpg,https://digimuseum.site/vpimages/f1964_2104_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2104_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2104_a_th.jpg,,f1964_2104,"Sundbergh, Augusta",,Augusta Sundbergh,,Sundbergh,,N.B. Ögren,1875,ca,1871-1875,,Augusta Sundberg f. Bergenstråhle,,,,,,,,,,,,,,,,
f1964_2105,https://digimuseum.site/vpimages/f1964_2105_a.jpg,https://digimuseum.site/vpimages/f1964_2105_a_th.jpg,https://digimuseum.site/vpimages/f1964_2105_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2105_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2105_a_th.jpg,,f1964_2105,Sundquist C.J.,,C.J. Sundquist,,Sundquist,,Anders Andersson,1874,ca,1873-1879,,"Påskrift: ""Tillhör Emil Guldström, lån""",,C.J. eller J?,,,,,,,,,,,,,,
f1964_2106,https://digimuseum.site/vpimages/f1964_2106_a.jpg,https://digimuseum.site/vpimages/f1964_2106_a_th.jpg,https://digimuseum.site/vpimages/f1964_2106_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2106_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2106_a_th.jpg,,f1964_2106,"Ström, Ester",,Ester Ström,,Ström,,C.H. Gustafsson,1881,ca,1881-1892,,"Ester Ström, dotter till köpman C.A. Ström",,,,,,,,,,,,,,,,
f1964_2107,https://digimuseum.site/vpimages/f1964_2107_a.jpg,https://digimuseum.site/vpimages/f1964_2107_a_th.jpg,https://digimuseum.site/vpimages/f1964_2107_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2107_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2107_a_th.jpg,,f1964_2107,"Sjunnesson, Hans",,Hans Sjunnesson,,Sjunnesson,,Fredrique Holmstedt,1892,not.,,,"Påskrift: ""Hans Sjunnesson (Vadstenabo) Skeninge 1892""",,,,,,,,,,,,,,,,
f1964_2108,https://digimuseum.site/vpimages/f1964_2108_a.jpg,https://digimuseum.site/vpimages/f1964_2108_a_th.jpg,https://digimuseum.site/vpimages/f1964_2108_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2108_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2108_a_th.jpg,,f1964_2108,"Sundbergh, Per Gottfried",,Per Gottfried Sundbergh,,Sundbergh,Bankkamrer,Johannes Jaeger,1865,ca,1864-1869,,"Sparbankskamrer Per Gottfried Sundbergh, Jönköping",,,,,,,,,,,,,,,,
f1964_2111,https://digimuseum.site/vpimages/f1964_2111_a.jpg,https://digimuseum.site/vpimages/f1964_2111_a_th.jpg,https://digimuseum.site/vpimages/f1964_2111_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2111_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2111_a_th.jpg,,f1964_2111,"Rundberg, Alfred",,Alfred Rundberg,,Rundberg,Handelsbiträde,Anders Andersson,1876,ca,1875-1879,,Järnhandelsbiträdet Alfred Rundberg,,,,,,,,,,,,,,,,
f1964_2112,https://digimuseum.site/vpimages/f1964_2112_a.jpg,https://digimuseum.site/vpimages/f1964_2112_a_th.jpg,https://digimuseum.site/vpimages/f1964_2112_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2112_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2112_a_th.jpg,,f1964_2112,"Rydberg, Ingrid",,Ingrid Rydberg,,Rydberg,,Alfred J:son Dahllöf,1895,ca,1891-1898,,Fru Ingrid Rydberg f. Carlling,,,,,,,,,,,,,,,,
f1964_2113,https://digimuseum.site/vpimages/f1964_2113_a.jpg,https://digimuseum.site/vpimages/f1964_2113_a_th.jpg,https://digimuseum.site/vpimages/f1964_2113_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2113_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2113_a_th.jpg,,f1964_2113,"Meurling, Maria",,Maria Meurling,,Meurling,,R. Ovesen,1909,ca,1905-1919,,Fru Maria Meurling f. Svanberg,,Maria?,,,,,,,,,,,,,,
v2023_0001,https://digimuseum.site/vpimages/v2023_0001_a.jpg,https://digimuseum.site/vpimages/v2023_0001_a_th.jpg,https://digimuseum.site/vpimages/v2023_0001_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0001_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0001_a_th.jpg,,v2023_0001,Oidentifierad,,Oidentifierad,,Oidentifierad,,Fredrik Borgstedt,1914,ca,1902-1914,,,,"""Sven Olof""",,,,,,,,,,,,,,
v2023_0002,https://digimuseum.site/vpimages/v2023_0002_a.jpg,https://digimuseum.site/vpimages/v2023_0002_a_th.jpg,https://digimuseum.site/vpimages/v2023_0002_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0002_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0002_a_th.jpg,,v2023_0002,Oidentifierad,,Oidentifierad,,Oidentifierad,,Fredrik Borgstedt,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0003,https://digimuseum.site/vpimages/v2023_0003_a.jpg,https://digimuseum.site/vpimages/v2023_0003_a_th.jpg,https://digimuseum.site/vpimages/v2023_0003_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0003_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0003_a_th.jpg,,v2023_0003,Oidentifierad,,Oidentifierad,,Oidentifierad,,Swen Swensson,1897,ca,1894-1902,,,,,,,,,,,,,,,,,,
v2023_0004,https://digimuseum.site/vpimages/v2023_0004_a.jpg,https://digimuseum.site/vpimages/v2023_0004_a_th.jpg,https://digimuseum.site/vpimages/v2023_0004_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0004_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0004_a_th.jpg,,v2023_0004,Oidentifierad,,Oidentifierad,,Oidentifierad,,Swen Swensson,1898,ca,1894-1902,,,,,,,,,,,,,,,,,,
v2023_0005,https://digimuseum.site/vpimages/v2023_0005_a.jpg,https://digimuseum.site/vpimages/v2023_0005_a_th.jpg,https://digimuseum.site/vpimages/v2023_0005_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0005_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0005_a_th.jpg,,v2023_0005,Oidentifierad,,Oidentifierad,,Oidentifierad,,Fredrik Borgstedt,1910,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0006,https://digimuseum.site/vpimages/v2023_0006_a.jpg,https://digimuseum.site/vpimages/v2023_0006_a_th.jpg,https://digimuseum.site/vpimages/v2023_0006_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0006_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0006_a_th.jpg,,v2023_0006,Oidentifierade,,Oidentifierade,,Oidentifierade,,John Walllgren,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0007,https://digimuseum.site/vpimages/v2023_0007_a.jpg,https://digimuseum.site/vpimages/v2023_0007_a_th.jpg,https://digimuseum.site/vpimages/v2023_0007_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0007_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0007_a_th.jpg,,v2023_0007,Oidentifierad,,Oidentifierad,,Oidentifierad,,John Walllgren,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0008,https://digimuseum.site/vpimages/v2023_0008_a.jpg,https://digimuseum.site/vpimages/v2023_0008_a_th.jpg,https://digimuseum.site/vpimages/v2023_0008_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0008_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0008_a_th.jpg,,v2023_0008,Oidentifierad,,Oidentifierad,,Oidentifierad,,John Walllgren,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0009,https://digimuseum.site/vpimages/v2023_0009_a.jpg,https://digimuseum.site/vpimages/v2023_0009_a_th.jpg,https://digimuseum.site/vpimages/v2023_0009_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0009_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0009_a_th.jpg,,v2023_0009,Oidentifierad,,Oidentifierad,,Oidentifierad,,John Walllgren,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0010,https://digimuseum.site/vpimages/v2023_0010_a.jpg,https://digimuseum.site/vpimages/v2023_0010_a_th.jpg,https://digimuseum.site/vpimages/v2023_0010_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0010_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0010_a_th.jpg,,v2023_0010,Oidentifierad,,Oidentifierad,,Oidentifierad,,John Walllgren,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0011,https://digimuseum.site/vpimages/v2023_0011_a.jpg,https://digimuseum.site/vpimages/v2023_0011_a_th.jpg,https://digimuseum.site/vpimages/v2023_0011_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0011_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0011_a_th.jpg,,v2023_0011,Oidentifierad,,Oidentifierad,,Oidentifierad,,John Walllgren,1914,ca,1902-1914,,,,,,,,,,,,,,,,,,
v2023_0012,https://digimuseum.site/vpimages/v2023_0012_a.jpg,https://digimuseum.site/vpimages/v2023_0012_a_th.jpg,https://digimuseum.site/vpimages/v2023_0012_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0012_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0012_a_th.jpg,,v2023_0012,Oidentifierade,,Oidentifierade,,Oidentifierade,,Swen Swensson,1905,ca,1900-1905,,,,,,,,,,,,,,,,,,
v2023_0013,https://digimuseum.site/vpimages/v2023_0013_a.jpg,https://digimuseum.site/vpimages/v2023_0013_a_th.jpg,https://digimuseum.site/vpimages/v2023_0013_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0013_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0013_a_th.jpg,,v2023_0013,Oidentifierade,,Oidentifierad,,Oidentifierad,,John Walllgren,1914,ca,1902-1914,,,,"""Fru Tryggs kort är (?) och snickarn(s)?",,,,,,,,,,,,,,
v2023_0014,https://digimuseum.site/vpimages/v2023_0014_a.jpg,https://digimuseum.site/vpimages/v2023_0014_a_th.jpg,https://digimuseum.site/vpimages/v2023_0014_b_sm.jpg,https://digimuseum.site/vpimages/v2023_0014_a_sm.jpg,https://digimuseum.site/vpimages/v2023_0014_a_th.jpg,,v2023_0014,Oidentifierad,,Oidentifierad,,,,John Walllgren,1905,ca,1902-1914,,,,,,,,,,,,,,,,,,
