objectid,object_location,,image_back,image_small,image_thumb,sortid,identifier,title,image_alt_text,fullname,firstname,familyname,occupation,creator,date,date_note,date_coverage,date_lifespan,description,note_sources,note_internal,subject,rights,rightsstatement,rightsstatement,location,language,format,source,latitude,longitude,type,youtubeid,vimeoid,object_transcript
f1964_1549,https://digimuseum.site/vpimages/f1964_1549_a.jpg,https://digimuseum.site/vpimages/f1964_1549_a_th.jpg,https://digimuseum.site/vpimages/f1964_1549_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1549_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1549_a_th.jpg,,f1964_1549,"Lindman Hässler, Aron Otto",,Aron Otto Lindman Hässler,,Lindman Hässler,Landskanslist,August Roesler,1893,not.,,-1871,,,Uppgifter BiS f 1871 Skriven i Vadstena,,,,,,,,,,,,,,
f1964_1550,https://digimuseum.site/vpimages/f1964_1550_a.jpg,https://digimuseum.site/vpimages/f1964_1550_a_th.jpg,https://digimuseum.site/vpimages/f1964_1550_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1550_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1550_a_th.jpg,,f1964_1550,"Hagdahl, Johan Emil",,Johan Emil Hagdahl,,Hagdahl,Kapten; Ingenjör; ledamot Vitterhetsakademien,Johannes Jaeger,1862,not.,,1836-1906,Född i Örberga. Biografi https://sv.wikipedia.org/wiki/Johan_Emil_Hagdahl,,1862! Fler 1860-tals måste kunna tidigare-dateras,,,,,,,,,,,,,,
f1964_1551,https://digimuseum.site/vpimages/f1964_1551_a.jpg,https://digimuseum.site/vpimages/f1964_1551_a_th.jpg,https://digimuseum.site/vpimages/f1964_1551_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1551_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1551_a_th.jpg,,f1964_1551,,,,Anna,Hässler,,Anders Andersson,1878,ca,1875-1880,,,,,,,,,,,,,,,,,,
f1964_1552,https://digimuseum.site/vpimages/f1964_1552_a.jpg,https://digimuseum.site/vpimages/f1964_1552_a_th.jpg,https://digimuseum.site/vpimages/f1964_1552_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1552_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1552_a_th.jpg,,f1964_1552,,,,Karl Axel,Giöbel,Ingenjör,James Bourn,1885,ca,,,,,,,,,,,,,,,,,,,
f1964_1553,https://digimuseum.site/vpimages/f1964_1553_a.jpg,https://digimuseum.site/vpimages/f1964_1553_a_th.jpg,https://digimuseum.site/vpimages/f1964_1553_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1553_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1553_a_th.jpg,,f1964_1553,,,,Elof,Fjetterström,,Alfred Dahllöf,1888,ca,,,,,,,,,,,,,,,,,,,
f1964_1554,https://digimuseum.site/vpimages/f1964_1554_a.jpg,https://digimuseum.site/vpimages/f1964_1554_a_th.jpg,https://digimuseum.site/vpimages/f1964_1554_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1554_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1554_a_th.jpg,,f1964_1554,,,,Carl Wilhelm Melker,Gyllenhammar,Apotekare,August Roesler,1862,ca,1829-1874,,Föreståndare apoteket i Vadstena 1858. Anställd på apoteket Morianen i Stockholm 1860-63.,adelsvapen.com,,,,,,,,,,,,,,,
f1964_1555,https://digimuseum.site/vpimages/f1964_1555_a.jpg,https://digimuseum.site/vpimages/f1964_1555_a_th.jpg,https://digimuseum.site/vpimages/f1964_1555_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1555_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1555_a_th.jpg,,f1964_1555,,,,Alfred,Ekström,Handlande,Emil Hohlenberg,1870,not.,,,,,,,,,,,,,,,,,,,
f1964_1556,https://digimuseum.site/vpimages/f1964_1556_a.jpg,https://digimuseum.site/vpimages/f1964_1556_a_th.jpg,https://digimuseum.site/vpimages/f1964_1556_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1556_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1556_a_th.jpg,,f1964_1556,,,,A.L.,Hultgren,Mejerist,August Jansson,1882,ca,,,,,,,,,,,,,,,,,,,
f1964_1557,https://digimuseum.site/vpimages/f1964_1557_a.jpg,https://digimuseum.site/vpimages/f1964_1557_a_th.jpg,https://digimuseum.site/vpimages/f1964_1557_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1557_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1557_a_th.jpg,,f1964_1557,,,,Hulda,Hagman,,Johan Ahlström,1878,ca,,,F. Sundbergh,,,,,,,,,,,,,,,,
f1964_1558,https://digimuseum.site/vpimages/f1964_1558_a.jpg,https://digimuseum.site/vpimages/f1964_1558_a_th.jpg,https://digimuseum.site/vpimages/f1964_1558_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1558_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1558_a_th.jpg,,f1964_1558,,,,J.G.,Hässler,Häradshövding,Anders Andersson,1879,ca,,,,,,,,,,,,,,,,,,,
f1964_1559,https://digimuseum.site/vpimages/f1964_1559_a.jpg,https://digimuseum.site/vpimages/f1964_1559_a_th.jpg,https://digimuseum.site/vpimages/f1964_1559_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1559_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1559_a_th.jpg,,f1964_1559,,,,Sven Olof,Hallman,Sjökapten,Blomdahl & Lundberg,1863,ca,,,F. 1839 i Fogelstad(?),,,,,,,,,,,,,,,,
f1964_1560,https://digimuseum.site/vpimages/f1964_1560_a.jpg,https://digimuseum.site/vpimages/f1964_1560_a_th.jpg,https://digimuseum.site/vpimages/f1964_1560_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1560_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1560_a_th.jpg,,f1964_1560,,,,Emma,Häckner,Lärarinnna,Okänd,1895,ca,,,"Från Häckenäs, Rogslösa. Lärarinna i Vadstena dövstumskola. Se FGV Småskrift.",,,,,,,,,,,,,,,,
f1964_1561,https://digimuseum.site/vpimages/f1964_1561_a.jpg,https://digimuseum.site/vpimages/f1964_1561_a_th.jpg,https://digimuseum.site/vpimages/f1964_1561_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1561_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1561_a_th.jpg,,f1964_1561,,,,,Fagerberg,Källarmästare,Okänd,1864,ca,,,,,,,,,,,,,,,,,,,
f1964_1562,https://digimuseum.site/vpimages/f1964_1562_a.jpg,https://digimuseum.site/vpimages/f1964_1562_a_th.jpg,https://digimuseum.site/vpimages/f1964_1562_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1562_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1562_a_th.jpg,,f1964_1562,,,,J.,Gustafsson,Sjökapten,Maria Tesch,1884,ca,,,,,,,,,,,,,,,,,,,
f1964_1563,https://digimuseum.site/vpimages/f1964_1563_a.jpg,https://digimuseum.site/vpimages/f1964_1563_a_th.jpg,https://digimuseum.site/vpimages/f1964_1563_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1563_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1563_a_th.jpg,,f1964_1563,,,,Ludvig,Holmström,Handlande,N.A. Molander,1865,ca,,,,,,,,,,,,,,,,,,,
f1964_1564,https://digimuseum.site/vpimages/f1964_1564_a.jpg,https://digimuseum.site/vpimages/f1964_1564_a_th.jpg,https://digimuseum.site/vpimages/f1964_1564_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1564_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1564_a_th.jpg,,f1964_1564,,,,Johan Wilhelm,Hallman,Häradshövding,Okänd,1858,ca,1808-1864,,Född i Boo 23.9.1808. Död i Vadstena 1864 (på Hospitalet),,,,,,,,,,,,,,,,
f1964_1565,https://digimuseum.site/vpimages/f1964_1565_a.jpg,https://digimuseum.site/vpimages/f1964_1565_a_th.jpg,https://digimuseum.site/vpimages/f1964_1565_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1565_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1565_a_th.jpg,,f1964_1565,,,,Augusta,Hellström,Handlersidkerska,Okänd,1858,ca,,,,,,,,,,,,,,,,,,,
f1964_1566,https://digimuseum.site/vpimages/f1964_1566_a.jpg,https://digimuseum.site/vpimages/f1964_1566_a_th.jpg,https://digimuseum.site/vpimages/f1964_1566_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1566_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1566_a_th.jpg,,f1964_1566,,,,Agnes,Halldén,,Fredrique Holmstedt,1895,ca,,,g.m. köpman Edvard Sundbergh,,,,,,,,,,,,,,,,
f1964_1567,https://digimuseum.site/vpimages/f1964_1567_a.jpg,https://digimuseum.site/vpimages/f1964_1567_a_th.jpg,https://digimuseum.site/vpimages/f1964_1567_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1567_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1567_a_th.jpg,,f1964_1567,,,,Augusta Josefina,Hvarfner,,Fredrique Holmstedt,1893,ca,,,g.m. Hospitalets uppsyningsman P.A. Hvarfner,data.riksdagen.se/dokument/D230111,,,,,,,,,,,,,,,
f1964_1568,https://digimuseum.site/vpimages/f1964_1568_a.jpg,https://digimuseum.site/vpimages/f1964_1568_a_th.jpg,https://digimuseum.site/vpimages/f1964_1568_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1568_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1568_a_th.jpg,,f1964_1568,,,,Hedvig,Göthlin,,Maria Tesch,1890,not.,,,,,,,,,,,,,,,,,,,
f1964_1569,https://digimuseum.site/vpimages/f1964_1569_a.jpg,https://digimuseum.site/vpimages/f1964_1569_a_th.jpg,https://digimuseum.site/vpimages/f1964_1569_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1569_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1569_a_th.jpg,,f1964_1569,,,,Gösta,Göthlin,,Maria Tesch,1882,ca,,,,,,,,,,,,,,,,,,,
f1964_1570,https://digimuseum.site/vpimages/f1964_1570_a.jpg,https://digimuseum.site/vpimages/f1964_1570_a_th.jpg,https://digimuseum.site/vpimages/f1964_1570_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1570_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1570_a_th.jpg,,f1964_1570,,,,Hedvig,Göthlin,,Maria Tesch,1882,ca,,,,,,,,,,,,,,,,,,,
f1964_1571,https://digimuseum.site/vpimages/f1964_1571_a.jpg,https://digimuseum.site/vpimages/f1964_1571_a_th.jpg,https://digimuseum.site/vpimages/f1964_1571_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1571_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1571_a_th.jpg,,f1964_1571,,,,Einar,Göthlin,,Maria Tesch,1882,ca,,,,,,,,,,,,,,,,,,,
f1964_1572,https://digimuseum.site/vpimages/f1964_1572_a.jpg,https://digimuseum.site/vpimages/f1964_1572_a_th.jpg,https://digimuseum.site/vpimages/f1964_1572_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1572_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1572_a_th.jpg,,f1964_1572,,,,Torsten,Göthlin,,Maria Tesch,1882,ca,,,,,,,,,,,,,,,,,,,
f1964_1573,https://digimuseum.site/vpimages/f1964_1573_a.jpg,https://digimuseum.site/vpimages/f1964_1573_a_th.jpg,https://digimuseum.site/vpimages/f1964_1573_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1573_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1573_a_th.jpg,,f1964_1573,,,,Gustaf Birger,Knös,Underläkare,Maria Tesch,1876,ca,1836-1899,,Underläkare vid Vadstena hospital,lovisamaria.se/lovisa/,,,,,,,,,,,,,,,
f1964_1574,https://digimuseum.site/vpimages/f1964_1574_a.jpg,https://digimuseum.site/vpimages/f1964_1574_a_th.jpg,https://digimuseum.site/vpimages/f1964_1574_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1574_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1574_a_th.jpg,,f1964_1574,,,,Thekla Katarina,Knös,,Maria Tesch,1876,ca,1842-1888,,f. Hallman. G.m. Gustaf Birger Knös,,,,,,,,,,,,,,,,
f1964_1575,https://digimuseum.site/vpimages/f1964_1575_a.jpg,https://digimuseum.site/vpimages/f1964_1575_a_th.jpg,https://digimuseum.site/vpimages/f1964_1575_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1575_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1575_a_th.jpg,,f1964_1575,,,,Oscar,Holm,Tandläkare,Anders Andersson,1877,ca,,,,,,,,,,,,,,,,,,,
f1964_1576,https://digimuseum.site/vpimages/f1964_1576_a.jpg,https://digimuseum.site/vpimages/f1964_1576_a_th.jpg,https://digimuseum.site/vpimages/f1964_1576_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1576_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1576_a_th.jpg,,f1964_1576,,,,Jacob,Henricsson,Grosshandlare,Maria Tesch,1890,ca,,,,,,,,,,,,,,,,,,,
f1964_1577,https://digimuseum.site/vpimages/f1964_1577_a.jpg,https://digimuseum.site/vpimages/f1964_1577_a_th.jpg,https://digimuseum.site/vpimages/f1964_1577_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1577_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1577_a_th.jpg,,f1964_1577,,,,"Helga, Ebba, Helge",Odhner,,C.H. Gustafsson,1885,ca,,,"Helga, Ebba och Helge Odhner, barn till H.S. Odhner",,,,,,,,,,,,,,,,
f1964_1578,https://digimuseum.site/vpimages/f1964_1578_a.jpg,https://digimuseum.site/vpimages/f1964_1578_a_th.jpg,https://digimuseum.site/vpimages/f1964_1578_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1578_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1578_a_th.jpg,,f1964_1578,,,,Johan August,Kindberg,Blecklagare,Okänd,1863,,,,,,,,,,,,,,,,,,,,
f1964_1579,https://digimuseum.site/vpimages/f1964_1579_a.jpg,https://digimuseum.site/vpimages/f1964_1579_a_th.jpg,https://digimuseum.site/vpimages/f1964_1579_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1579_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1579_a_th.jpg,,f1964_1579,,,,Ernst Julius,Karpe,Järnhandlare,Fredrik Borgstedt,1910,ca,1872-1951,,Ernst Julius Karpe (Karlsson),Geneanet,,,,,,,,,,,,,,,
f1964_1580,https://digimuseum.site/vpimages/f1964_1580_a.jpg,https://digimuseum.site/vpimages/f1964_1580_a_th.jpg,https://digimuseum.site/vpimages/f1964_1580_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1580_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1580_a_th.jpg,,f1964_1580,,,,J.A.,Karlsson,Sjökpaten,Okänd,1865,ca,,,Den legendariske sjökaptenen på ångaren Örn.,zenobia.se/www.zenobia.se/1890-tal.html,,,,,,,,,,,,,,,
f1964_1901,https://digimuseum.site/vpimages/f1964_1901_a.jpg,https://digimuseum.site/vpimages/f1964_1901_a_th.jpg,https://digimuseum.site/vpimages/f1964_1901_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1901_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1901_a_th.jpg,,f1964_1901,"Carlsson, John",,John Carlsson,,Carlsson,Stationsskrivare,Anders Andersson,1874,ca,1874-1879,,,,,,,,,,,,,,,,,,
f1964_1902,https://digimuseum.site/vpimages/f1964_1902_a.jpg,https://digimuseum.site/vpimages/f1964_1902_a_th.jpg,https://digimuseum.site/vpimages/f1964_1902_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1902_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1902_a_th.jpg,,f1964_1902,"Karlsson, Alfred",,Alfred Karlsson,,Karlsson,Stationsinspektor,Fredrik Borgstedt,1910,ca,1900-1912,,Stationsinspektor i Vadstena vid sekelskiftet.,,,,,,,,,,,,,,,,
f1964_1903,https://digimuseum.site/vpimages/f1964_1903_a.jpg,https://digimuseum.site/vpimages/f1964_1903_a_th.jpg,https://digimuseum.site/vpimages/f1964_1903_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1903_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1903_a_th.jpg,,f1964_1903,Reenstjerna,,Reenstjerna med familj,,Reenstjerna,Tygförvaltare,J.R. Rydström,1865,not.,,,Tygförvaltare Reenstjerna med fru och två barn.,,,,,,,,,,,,,,,,
f1964_1904,https://digimuseum.site/vpimages/f1964_1904_a.jpg,https://digimuseum.site/vpimages/f1964_1904_a_th.jpg,https://digimuseum.site/vpimages/f1964_1904_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1904_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1904_a_th.jpg,,f1964_1904,"Sjunnesson, Lars, barn",,Lars Sjunnessons barn,,Sjunnesson,Handlande,Fredrique Holmstedt,1894,ca,1893-1898,,,,,,,,,,,,,,,,,,
f1964_1905,https://digimuseum.site/vpimages/f1964_1905_a.jpg,https://digimuseum.site/vpimages/f1964_1905_a_th.jpg,https://digimuseum.site/vpimages/f1964_1905_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1905_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1905_a_th.jpg,,f1964_1905,"Regnstrand, Ernst, familj",,Fam. Ernst Regnstrand,,Regnstrand,,Anders Andersson,1874,ca,1873-1875,,,,,,,,,,,,,,,,,,
f1964_1906,https://digimuseum.site/vpimages/f1964_1906_a.jpg,https://digimuseum.site/vpimages/f1964_1906_a_th.jpg,https://digimuseum.site/vpimages/f1964_1906_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1906_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1906_a_th.jpg,,f1964_1906,"Sjunnesson, H; Ahlin, P.A.",,H. Sjunnesson och P.A. Ahlin,,Sjunnesson; Ahlin,Byggmästare; Murare,,1864,ca,1863-1869,,Byggmästare H. Sjunnesson och murare P.A. Ahlin,,,,,,,,,,,,,,,,
f1964_1907,https://digimuseum.site/vpimages/f1964_1907_a.jpg,https://digimuseum.site/vpimages/f1964_1907_a_th.jpg,https://digimuseum.site/vpimages/f1964_1907_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1907_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1907_a_th.jpg,,f1964_1907,"Ström, C.A., barn",,C.A. Ströms barn,,Ström,Köpman,Anders Andersson,1875,not.,,,Köpman C.A. Ströms barn. Juli 1875.,,Datering av kortdesign,,,,,,,,,,,,,,
f1964_1908,https://digimuseum.site/vpimages/f1964_1908_a.jpg,https://digimuseum.site/vpimages/f1964_1908_a_th.jpg,https://digimuseum.site/vpimages/f1964_1908_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1908_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1908_a_th.jpg,,f1964_1908,"Nilson, Carl; Wittberg, H.",,Carl Nilson och H. Wittberg,,"Nilson, Carl; Wittberg, H.",Hospitalspredikant; Arbetschef; Löjtnant,Anders Andersson,1874,ca,1874-1879,,"Hospitalspredikant Carl Nilson och löjtnant H. Wittberg, arbetschef för stenbrottet i Borghamn, fotograferade i Borghamn.",,,,,,,,,,,,,,,,
f1964_1909,https://digimuseum.site/vpimages/f1964_1909_a.jpg,https://digimuseum.site/vpimages/f1964_1909_a_th.jpg,https://digimuseum.site/vpimages/f1964_1909_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1909_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1909_a_th.jpg,,f1964_1909,"Nerhman, Ellen och Signe",,Ellen och Signe Nehrman,,Nehrman,,Fredrique Holmstedt,1893,ca,1893-1898,,,,,,,,,,,,,,,,,,
f1964_1910,https://digimuseum.site/vpimages/f1964_1910_a.jpg,https://digimuseum.site/vpimages/f1964_1910_a_th.jpg,https://digimuseum.site/vpimages/f1964_1910_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1910_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1910_a_th.jpg,,f1964_1910,"Ronell, Fredrik; Wallin, Sven; Nehrman, John; Högberg, Gustaf",,"Ronell, Wallin, Nehrman, Högberg",,Ronell; Wallin; Nehrman; Högberg,,Fredrique Holmstedt,1894,not.,,,"""Språkklubben"": Fredrik Ronell, Sven Wallin, John Nehrman, Gustaf Högberg. Nyårsdagen 1894. Till Syster Ingrid.",,,,,,,,,,,,,,,,
f1964_1911,https://digimuseum.site/vpimages/f1964_1911_a.jpg,https://digimuseum.site/vpimages/f1964_1911_a_th.jpg,https://digimuseum.site/vpimages/f1964_1911_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1911_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1911_a_th.jpg,,f1964_1911,"Fjetterström, Elof; Fjetterström, Martin; Högberg, Gustaf",,"Fjetterström, Högberg m.fl.",,,,Swen Swensson,1895,ca,1894-1900,,,,Korttyp bör vara 1890-tal. När startade Swen Swenson filial i Vadstena? Finns olila uppgifter. Svårläsliga namn.,,,,,,,,,,,,,,
f1964_1912,https://digimuseum.site/vpimages/f1964_1912_a.jpg,https://digimuseum.site/vpimages/f1964_1912_a_th.jpg,https://digimuseum.site/vpimages/f1964_1912_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1912_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1912_a_th.jpg,,f1964_1912,"Nehrman, Ingrid; Nehrman, Gerda; Nehrman, John ",,Ingrid Gerda John Nehrman,,Nehrman,,Anders Andersson,1877,ca,1874-1880,,,,,,,,,,,,,,,,,,
f1964_1913,https://digimuseum.site/vpimages/f1964_1913_a.jpg,https://digimuseum.site/vpimages/f1964_1913_a_th.jpg,https://digimuseum.site/vpimages/f1964_1913_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1913_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1913_a_th.jpg,,f1964_1913,"Nehrman, Herman; Nehrman, Carl",,Herman och Carl Nehrman,,Nehrman,,Anders Andersson,1879,ca,1875-1879,,Bröderna Herman och Carl Nehrman,,,,,,,,,,,,,,,,
f1964_1914,https://digimuseum.site/vpimages/f1964_1914_a.jpg,https://digimuseum.site/vpimages/f1964_1914_a_th.jpg,https://digimuseum.site/vpimages/f1964_1914_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1914_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1914_a_th.jpg,,f1964_1914,,,"Barn, grupporträtt",,,,Anders Andersson,1875,ca,1873-1875,,Oidentiferade barn,,,,,,,,,,,,,,,,
f1964_1915,https://digimuseum.site/vpimages/f1964_1915_a.jpg,https://digimuseum.site/vpimages/f1964_1915_a_th.jpg,https://digimuseum.site/vpimages/f1964_1915_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1915_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1915_a_th.jpg,,f1964_1915,"Nehrman, John; Nehrman, Birger; Nehrman, Einar",,John Birger Einar Nehrman,,Nehrman,,Tekla Engström,1897,ca,1898-1909,,,,,,,,,,,,,,,,,,
f1964_1916,https://digimuseum.site/vpimages/f1964_1916_a.jpg,https://digimuseum.site/vpimages/f1964_1916_a_th.jpg,https://digimuseum.site/vpimages/f1964_1916_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1916_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1916_a_th.jpg,,f1964_1916,"Regnstrand, nancy",,Slädparti Nancy Regnstrand m.fl.,,Regnstrand,,Johan Alström,1895,not.,,,Nancy Regnstrand m.fl. vid ett slädparti till Motala. ,,,,,,,,,,,,,,,,
f1964_1917,https://digimuseum.site/vpimages/f1964_1917_a.jpg,https://digimuseum.site/vpimages/f1964_1917_a_th.jpg,https://digimuseum.site/vpimages/f1964_1917_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1917_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1917_a_th.jpg,,f1964_1917,"Andersson, Einar; Jarl, Birger",,Einar Andersson Birger Jarl,,Andersson; Jarl,Landskanslist,Swen Swensson,1901,not.,,,Landskanslisterna Einar Andersson och Birger Jarl,,,,,,,,,,,,,,,,
f1964_1918,https://digimuseum.site/vpimages/f1964_1918_a.jpg,https://digimuseum.site/vpimages/f1964_1918_a_th.jpg,https://digimuseum.site/vpimages/f1964_1918_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1918_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1918_a_th.jpg,,f1964_1918,"Björck, Thure",,Thure Björck,,Björck,Psykiater; Överläkare,Fredrik Borgstedt,1911,not.,,,"Thure Gottfried Wilhelm Björck (Björk enl SDB), var en svensk psykiater, född i Uppsala 1851, död i Vadstena 1913. Överläkare vid Vadstena hospital och asyl från 1895. Ledamot av styrelsen för Vadstena samskola från 1906.",,,,,,,,,,,,,,,,
f1964_1919,https://digimuseum.site/vpimages/f1964_1919_a.jpg,https://digimuseum.site/vpimages/f1964_1919_a_th.jpg,https://digimuseum.site/vpimages/f1964_1919_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1919_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1919_a_th.jpg,,f1964_1919,"Lindstrand, Oscar",,Oscar Lindstrand,,Lindstrand,"Ingenjör, Konstnär",Okänd,1872,ca,1870-1872,,Oscar Lindstrand (1845-1887) var ingenjör och målare. Charles Bengtsson (FGV småskirifter) berättar att Oscar inte var den bäst lämpade att ta över faderns firma utan hellre målade tavlor. Han dog i TBC 42 år gammal.,,,,,,,,,,,,,,,,
f1964_1920,https://digimuseum.site/vpimages/f1964_1920_a.jpg,https://digimuseum.site/vpimages/f1964_1920_a_th.jpg,https://digimuseum.site/vpimages/f1964_1920_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1920_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1920_a_th.jpg,,f1964_1920,"Lindberg, Gustaf",,Gustaf Lindberg,,Lindberg,Postmästare,Maria Tesch,1889,ca,1885-1896,,1832-1896,,,,,,,,,,,,,,,,
f1964_1921,https://digimuseum.site/vpimages/f1964_1921_a.jpg,https://digimuseum.site/vpimages/f1964_1921_a_th.jpg,https://digimuseum.site/vpimages/f1964_1921_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1921_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1921_a_th.jpg,,f1964_1921,"Mauritzon, Johan",,Johan Mauritzon,,Mauritzon,Handlande; Rådman,Okänd,1861,ca,1861-1866,,1827-1879,,"Numreringar 32,16 märkt V.J.",,,,,,,,,,,,,,
f1964_1922,https://digimuseum.site/vpimages/f1964_1922_a.jpg,https://digimuseum.site/vpimages/f1964_1922_a_th.jpg,https://digimuseum.site/vpimages/f1964_1922_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1922_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1922_a_th.jpg,,f1964_1922,"Lindberg, C.A.",,C.A. Lindberg,,Lindberg,Bankkamrer,Anders Andersson,1874,ca,1874-1877,,,,,,,,,,,,,,,,,,
